case_id,analyst_id,analyst_name,assigned_date,allocation_status,manager_override
C02259,A009,Conor Flynn,2025-09-17 13:06:09.400734,Completed,0
C02260,A002,Sarah O'Connor,2025-10-27 13:06:09.400734,Completed,0
C02261,A014,James Fitzgerald,2025-11-04 13:06:09.400734,Delayed,1
C02262,A001,John Murphy,2025-10-15 13:06:09.401994,Completed,0
C02263,A008,Niamh Ryan,2026-04-11 13:06:09.401994,Delayed,0
C02264,A003,Emma Walsh,2025-11-27 13:06:09.401994,Completed,0
C02265,A018,Kevin Reilly,2025-11-19 13:06:09.401994,Completed,1
C02266,A014,James Fitzgerald,2025-12-16 13:06:09.402997,Delayed,0
C02267,A001,John Murphy,2025-11-09 13:06:09.402997,Completed,0
C02268,A003,Emma Walsh,2025-10-21 13:06:09.402997,Completed,0
C02269,A003,Emma Walsh,2026-02-12 13:06:09.402997,Completed,1
C02270,A006,Aoife Brennan,2026-01-29 13:06:09.402997,Completed,0
C02271,A006,Aoife Brennan,2025-09-03 13:06:09.403990,Delayed,0
C02272,A012,Rachel McCarthy,2025-09-11 13:06:09.403990,Completed,1
C02273,A010,Laura Hughes,2025-12-29 13:06:09.403990,Escalated,0
C02274,A002,Sarah O'Connor,2026-04-20 13:06:09.403990,Completed,0
C02275,A006,Aoife Brennan,2025-10-24 13:06:09.404993,Completed,0
C02276,A006,Aoife Brennan,2025-11-08 13:06:09.404993,Completed,0
C02277,A003,Emma Walsh,2025-09-27 13:06:09.404993,Completed,0
C02278,A002,Sarah O'Connor,2025-12-13 13:06:09.404993,Completed,0
C02279,A008,Niamh Ryan,2025-07-13 13:06:09.405995,Completed,0
C02280,A001,John Murphy,2025-11-03 13:06:09.405995,Escalated,0
C02281,A005,Mark Kelly,2025-08-05 13:06:09.405995,Completed,0
C02282,A007,Michael Doyle,2025-11-07 13:06:09.405995,Completed,0
C02283,A010,Laura Hughes,2026-05-01 13:06:09.407005,Completed,0
C02284,A006,Aoife Brennan,2026-03-29 13:06:09.407005,Delayed,0
C02285,A014,James Fitzgerald,2026-04-01 13:06:09.407005,Completed,0
C02286,A013,Brian O'Sullivan,2026-05-14 13:06:09.407005,Completed,0
C02287,A011,Patrick Nolan,2026-03-24 13:06:09.407005,Completed,0
C02288,A001,John Murphy,2026-07-02 13:06:09.407994,Delayed,0
C02289,A004,David Byrne,2025-10-09 13:06:09.407994,Completed,0
C02290,A005,Mark Kelly,2025-11-06 13:06:09.407994,Completed,0
C02291,A018,Kevin Reilly,2025-11-17 13:06:09.408891,Delayed,0
C02292,A010,Laura Hughes,2025-07-14 13:06:09.408891,Completed,0
C02293,A015,Sophie Bennett,2025-12-18 13:06:09.408891,Completed,0
C02294,A018,Kevin Reilly,2025-12-06 13:06:09.409889,Completed,1
C02295,A013,Brian O'Sullivan,2026-06-06 13:06:09.409889,Delayed,0
C02296,A010,Laura Hughes,2026-05-24 13:06:09.409889,Completed,0
C02297,A009,Conor Flynn,2026-04-29 13:06:09.410888,Escalated,0
C02298,A002,Sarah O'Connor,2026-01-10 13:06:09.410888,Completed,0
C02299,A016,Daniel Clarke,2026-01-14 13:06:09.410888,Escalated,0
C02300,A012,Rachel McCarthy,2025-08-18 13:06:09.411886,Delayed,0
C02301,A010,Laura Hughes,2025-10-21 13:06:09.411886,Completed,0
C02302,A015,Sophie Bennett,2026-02-28 13:06:09.411886,Delayed,0
C02303,A001,John Murphy,2025-09-23 13:06:09.411886,Completed,0
C02304,A003,Emma Walsh,2025-10-23 13:06:09.412887,Completed,0
C02305,A011,Patrick Nolan,2026-03-17 13:06:09.412887,Delayed,0
C02306,A006,Aoife Brennan,2026-02-12 13:06:09.412887,Delayed,0
C02307,A006,Aoife Brennan,2026-01-02 13:06:09.413888,Completed,0
C02308,A016,Daniel Clarke,2026-06-24 13:06:09.413888,Completed,0
C02309,A016,Daniel Clarke,2026-05-31 13:06:09.414889,Completed,0
C02310,A010,Laura Hughes,2026-06-16 13:06:09.414889,Escalated,0
C02311,A004,David Byrne,2025-10-22 13:06:09.415889,Completed,0
C02312,A003,Emma Walsh,2026-01-05 13:06:09.415889,Delayed,0
C02313,A018,Kevin Reilly,2026-01-25 13:06:09.415889,Completed,1
C02314,A011,Patrick Nolan,2025-12-30 13:06:09.415889,Completed,0
C02315,A006,Aoife Brennan,2025-07-18 13:06:09.416888,Completed,0
C02316,A011,Patrick Nolan,2026-01-09 13:06:09.416888,Completed,0
C02317,A016,Daniel Clarke,2026-04-15 13:06:09.416888,Delayed,0
C02318,A008,Niamh Ryan,2025-09-29 13:06:09.417888,Completed,0
C02319,A010,Laura Hughes,2025-09-01 13:06:09.417888,Completed,0
C02320,A013,Brian O'Sullivan,2025-09-22 13:06:09.417888,Completed,0
C02321,A011,Patrick Nolan,2026-07-09 13:06:09.417888,Completed,1
C02322,A018,Kevin Reilly,2026-03-09 13:06:09.418888,Escalated,0
C02323,A014,James Fitzgerald,2025-10-26 13:06:09.418888,Completed,0
C02324,A006,Aoife Brennan,2026-05-17 13:06:09.418888,Completed,0
C02325,A006,Aoife Brennan,2026-06-11 13:06:09.418888,Completed,0
C02326,A003,Emma Walsh,2025-08-04 13:06:09.419888,Completed,0
C02327,A016,Daniel Clarke,2026-06-28 13:06:09.419888,Completed,0
C02328,A016,Daniel Clarke,2025-10-27 13:06:09.419888,Completed,1
C02329,A013,Brian O'Sullivan,2025-09-26 13:06:09.420887,Delayed,0
C02330,A001,John Murphy,2025-07-22 13:06:09.420887,Completed,0
C02331,A004,David Byrne,2026-02-26 13:06:09.420887,Completed,0
C02332,A010,Laura Hughes,2025-10-24 13:06:09.420887,Completed,1
C02333,A018,Kevin Reilly,2025-07-27 13:06:09.420887,Completed,0
C02334,A010,Laura Hughes,2026-01-23 13:06:09.421887,Completed,0
C02335,A001,John Murphy,2026-01-15 13:06:09.421887,Completed,0
C02336,A011,Patrick Nolan,2026-07-02 13:06:09.421887,Completed,0
C02337,A015,Sophie Bennett,2026-05-25 13:06:09.421887,Completed,1
C02338,A011,Patrick Nolan,2025-12-30 13:06:09.422887,Delayed,0
C02339,A003,Emma Walsh,2025-08-07 13:06:09.422887,Completed,0
C02340,A003,Emma Walsh,2026-02-05 13:06:09.422887,Escalated,0
C02341,A002,Sarah O'Connor,2026-06-12 13:06:09.422887,Completed,0
C02342,A007,Michael Doyle,2026-07-03 13:06:09.423888,Completed,0
C02343,A018,Kevin Reilly,2025-09-11 13:06:09.423888,Completed,1
C02344,A003,Emma Walsh,2026-01-28 13:06:09.423888,Delayed,0
C02345,A011,Patrick Nolan,2025-09-14 13:06:09.424888,Completed,0
C02346,A016,Daniel Clarke,2026-07-01 13:06:09.424888,Completed,0
C02347,A003,Emma Walsh,2025-09-13 13:06:09.424888,Completed,0
C02348,A003,Emma Walsh,2026-01-31 13:06:09.425886,Completed,0
C02349,A004,David Byrne,2026-06-16 13:06:09.425886,Delayed,0
C02350,A007,Michael Doyle,2025-07-28 13:06:09.425886,Completed,0
C02351,A007,Michael Doyle,2026-06-30 13:06:09.425886,Completed,0
C02352,A002,Sarah O'Connor,2025-09-16 13:06:09.426935,Completed,0
C02353,A001,John Murphy,2026-06-23 13:06:09.426935,Completed,0
C02354,A006,Aoife Brennan,2026-06-07 13:06:09.427888,Delayed,0
C02355,A013,Brian O'Sullivan,2026-06-18 13:06:09.427888,Delayed,0
C02356,A007,Michael Doyle,2025-12-01 13:06:09.427888,Completed,0
C02357,A004,David Byrne,2025-11-02 13:06:09.427888,Completed,0
C02358,A006,Aoife Brennan,2025-08-13 13:06:09.428887,Completed,0
C02359,A003,Emma Walsh,2025-07-17 13:06:09.428887,Delayed,0
C02360,A002,Sarah O'Connor,2025-08-05 13:06:09.428887,Delayed,1
C02361,A015,Sophie Bennett,2025-08-25 13:06:09.428887,Completed,0
C02362,A003,Emma Walsh,2026-06-11 13:06:09.429887,Completed,1
C02363,A003,Emma Walsh,2026-04-29 13:06:09.429887,Delayed,0
C02364,A018,Kevin Reilly,2025-09-10 13:06:09.429887,Completed,0
C02365,A003,Emma Walsh,2025-07-23 13:06:09.429887,Completed,0
C02366,A001,John Murphy,2026-04-28 13:06:09.430888,Completed,0
C02367,A008,Niamh Ryan,2026-01-25 13:06:09.430888,Completed,1
C02368,A001,John Murphy,2025-12-20 13:06:09.430888,Completed,0
C02369,A002,Sarah O'Connor,2026-03-24 13:06:09.430888,Completed,0
C02370,A007,Michael Doyle,2025-12-11 13:06:09.431887,Delayed,0
C02371,A001,John Murphy,2026-02-05 13:06:09.431887,Completed,0
C02372,A001,John Murphy,2025-10-12 13:06:09.431887,Completed,1
C02373,A002,Sarah O'Connor,2026-06-01 13:06:09.431887,Completed,0
C02374,A005,Mark Kelly,2026-05-18 13:06:09.432888,Delayed,0
C02375,A008,Niamh Ryan,2025-07-27 13:06:09.432888,Completed,0
C02376,A009,Conor Flynn,2026-06-20 13:06:09.432888,Completed,0
C02377,A008,Niamh Ryan,2025-10-07 13:06:09.432888,Completed,1
C02378,A006,Aoife Brennan,2025-10-31 13:06:09.432888,Delayed,0
C02379,A016,Daniel Clarke,2026-05-20 13:06:09.433888,Completed,0
C02380,A001,John Murphy,2026-02-24 13:06:09.433888,Completed,0
C02381,A013,Brian O'Sullivan,2025-09-11 13:06:09.433888,Completed,0
C02382,A015,Sophie Bennett,2025-12-15 13:06:09.434888,Completed,0
C02383,A010,Laura Hughes,2026-01-26 13:06:09.434888,Delayed,1
C02384,A018,Kevin Reilly,2026-04-11 13:06:09.434888,Delayed,0
C02385,A006,Aoife Brennan,2025-07-15 13:06:09.434888,Completed,0
C02386,A009,Conor Flynn,2026-01-10 13:06:09.435888,Delayed,0
C02387,A010,Laura Hughes,2026-01-06 13:06:09.435888,Completed,0
C02388,A010,Laura Hughes,2025-10-10 13:06:09.435888,Completed,0
C02389,A003,Emma Walsh,2026-06-19 13:06:09.436888,Escalated,0
C02390,A006,Aoife Brennan,2026-02-01 13:06:09.436888,Completed,0
C02391,A002,Sarah O'Connor,2026-02-21 13:06:09.436888,Completed,0
C02392,A002,Sarah O'Connor,2026-06-13 13:06:09.436888,Delayed,1
C02393,A016,Daniel Clarke,2025-09-30 13:06:09.437888,Delayed,0
C02394,A007,Michael Doyle,2026-06-16 13:06:09.437888,Completed,0
C02395,A016,Daniel Clarke,2025-10-22 13:06:09.437888,Delayed,0
C02396,A016,Daniel Clarke,2026-01-26 13:06:09.438888,Completed,0
C02397,A006,Aoife Brennan,2025-10-09 13:06:09.438888,Completed,0
C02398,A018,Kevin Reilly,2026-05-11 13:06:09.438888,Completed,0
C02399,A008,Niamh Ryan,2026-04-04 13:06:09.438888,Completed,0
C02400,A004,David Byrne,2025-12-02 13:06:09.439888,Completed,0
C02401,A008,Niamh Ryan,2025-11-08 13:06:09.439888,Completed,1
C02402,A005,Mark Kelly,2026-01-21 13:06:09.439888,Completed,0
C02403,A003,Emma Walsh,2025-07-14 13:06:09.440888,Completed,1
C02404,A013,Brian O'Sullivan,2025-09-27 13:06:09.440888,Completed,1
C02405,A005,Mark Kelly,2025-10-05 13:06:09.440888,Delayed,0
C02406,A016,Daniel Clarke,2025-09-27 13:06:09.440888,Completed,1
C02407,A018,Kevin Reilly,2026-03-01 13:06:09.441888,Delayed,0
C02408,A004,David Byrne,2026-05-14 13:06:09.441888,Delayed,0
C02409,A018,Kevin Reilly,2026-03-10 13:06:09.442887,Delayed,0
C02410,A001,John Murphy,2026-04-25 13:06:09.442887,Escalated,0
C02411,A014,James Fitzgerald,2026-03-28 13:06:09.442887,Completed,0
C02412,A003,Emma Walsh,2025-12-05 13:06:09.443887,Completed,0
C02413,A007,Michael Doyle,2026-04-04 13:06:09.443887,Delayed,0
C02414,A018,Kevin Reilly,2025-09-10 13:06:09.443887,Delayed,0
C02415,A015,Sophie Bennett,2025-12-15 13:06:09.443887,Completed,1
C02416,A018,Kevin Reilly,2025-10-15 13:06:09.444999,Completed,0
C02417,A018,Kevin Reilly,2026-06-12 13:06:09.444999,Completed,0
C02418,A018,Kevin Reilly,2026-05-01 13:06:09.444999,Completed,1
C02419,A013,Brian O'Sullivan,2025-12-31 13:06:09.445994,Completed,0
C02420,A003,Emma Walsh,2025-10-22 13:06:09.445994,Completed,0
C02421,A010,Laura Hughes,2026-01-01 13:06:09.445994,Delayed,0
C02422,A008,Niamh Ryan,2025-08-20 13:06:09.446995,Completed,0
C02423,A016,Daniel Clarke,2026-02-06 13:06:09.446995,Completed,0
C02424,A016,Daniel Clarke,2025-12-02 13:06:09.446995,Completed,0
C02425,A003,Emma Walsh,2026-05-01 13:06:09.446995,Completed,0
C02426,A004,David Byrne,2025-10-30 13:06:09.446995,Completed,0
C02427,A002,Sarah O'Connor,2025-12-12 13:06:09.448005,Completed,0
C02428,A001,John Murphy,2026-05-04 13:06:09.448005,Completed,1
C02429,A010,Laura Hughes,2026-01-11 13:06:09.448005,Escalated,0
C02430,A013,Brian O'Sullivan,2025-10-02 13:06:09.448005,Completed,1
C02431,A006,Aoife Brennan,2026-06-08 13:06:09.448997,Delayed,0
C02432,A006,Aoife Brennan,2026-02-20 13:06:09.448997,Completed,0
C02433,A018,Kevin Reilly,2026-06-27 13:06:09.448997,Completed,1
C02434,A016,Daniel Clarke,2025-10-16 13:06:09.449998,Delayed,0
C02435,A004,David Byrne,2025-10-24 13:06:09.449998,Completed,0
C02436,A018,Kevin Reilly,2025-11-16 13:06:09.449998,Completed,0
C02437,A010,Laura Hughes,2026-01-26 13:06:09.449998,Completed,0
C02438,A007,Michael Doyle,2025-11-14 13:06:09.449998,Delayed,0
C02439,A010,Laura Hughes,2026-06-07 13:06:09.450993,Completed,0
C02440,A011,Patrick Nolan,2025-11-06 13:06:09.450993,Completed,0
C02441,A002,Sarah O'Connor,2026-01-28 13:06:09.450993,Completed,0
C02442,A003,Emma Walsh,2025-10-29 13:06:09.452007,Completed,0
C02443,A003,Emma Walsh,2026-06-12 13:06:09.452007,Completed,0
C02444,A018,Kevin Reilly,2026-07-04 13:06:09.452007,Completed,0
C02445,A006,Aoife Brennan,2025-08-19 13:06:09.452007,Completed,0
C02446,A013,Brian O'Sullivan,2025-09-04 13:06:09.452996,Completed,0
C02447,A006,Aoife Brennan,2025-09-08 13:06:09.452996,Completed,0
C02448,A016,Daniel Clarke,2025-10-02 13:06:09.452996,Completed,0
C02449,A003,Emma Walsh,2025-12-31 13:06:09.453891,Completed,0
C02450,A004,David Byrne,2025-08-27 13:06:09.453891,Completed,1
C02451,A003,Emma Walsh,2026-01-31 13:06:09.453891,Delayed,1
C02452,A003,Emma Walsh,2026-06-14 13:06:09.453891,Completed,1
C02453,A002,Sarah O'Connor,2025-11-09 13:06:09.455017,Delayed,0
C02454,A003,Emma Walsh,2026-02-15 13:06:09.455017,Delayed,0
C02455,A009,Conor Flynn,2026-05-01 13:06:09.455017,Completed,0
C02456,A013,Brian O'Sullivan,2025-07-14 13:06:09.455988,Completed,0
C02457,A014,James Fitzgerald,2026-02-24 13:06:09.455988,Completed,0
C02458,A005,Mark Kelly,2025-07-19 13:06:09.455988,Delayed,0
C02459,A011,Patrick Nolan,2025-09-06 13:06:09.456994,Delayed,1
C02460,A007,Michael Doyle,2026-03-27 13:06:09.456994,Completed,0
C02461,A002,Sarah O'Connor,2026-01-03 13:06:09.456994,Completed,0
C02462,A004,David Byrne,2025-10-24 13:06:09.457998,Completed,0
C02463,A013,Brian O'Sullivan,2025-11-05 13:06:09.457998,Completed,0
C02464,A006,Aoife Brennan,2026-02-25 13:06:09.457998,Completed,0
C02465,A014,James Fitzgerald,2026-02-15 13:06:09.458889,Completed,1
C02466,A002,Sarah O'Connor,2026-05-30 13:06:09.458889,Delayed,0
C02467,A016,Daniel Clarke,2025-09-24 13:06:09.458889,Delayed,0
C02468,A001,John Murphy,2026-03-06 13:06:09.459887,Escalated,0
C02469,A003,Emma Walsh,2025-08-13 13:06:09.459887,Delayed,0
C02470,A014,James Fitzgerald,2025-09-11 13:06:09.459887,Delayed,0
C02471,A010,Laura Hughes,2026-01-27 13:06:09.459887,Completed,0
C02472,A003,Emma Walsh,2026-04-02 13:06:09.460913,Delayed,0
C02473,A015,Sophie Bennett,2026-02-27 13:06:09.460913,Delayed,0
C02474,A016,Daniel Clarke,2025-10-09 13:06:09.461903,Completed,0
C02475,A011,Patrick Nolan,2026-04-15 13:06:09.461903,Completed,0
C02476,A007,Michael Doyle,2026-05-12 13:06:09.461903,Completed,1
C02477,A007,Michael Doyle,2025-10-29 13:06:09.461903,Completed,1
C02478,A003,Emma Walsh,2025-11-18 13:06:09.463008,Delayed,0
C02479,A001,John Murphy,2026-03-20 13:06:09.463008,Completed,0
C02480,A001,John Murphy,2026-03-23 13:06:09.463008,Delayed,0
C02481,A002,Sarah O'Connor,2025-11-24 13:06:09.463992,Completed,0
C02482,A012,Rachel McCarthy,2026-07-04 13:06:09.463992,Completed,1
C02483,A018,Kevin Reilly,2026-02-10 13:06:09.463992,Completed,0
C02484,A018,Kevin Reilly,2026-05-11 13:06:09.465013,Delayed,0
C02485,A001,John Murphy,2025-09-15 13:06:09.465013,Completed,1
C02486,A002,Sarah O'Connor,2026-03-20 13:06:09.465013,Completed,0
C02487,A002,Sarah O'Connor,2025-09-27 13:06:09.465991,Completed,1
C02488,A004,David Byrne,2026-03-27 13:06:09.465991,Completed,0
C02489,A001,John Murphy,2026-06-20 13:06:09.465991,Delayed,1
C02490,A007,Michael Doyle,2025-11-10 13:06:09.467006,Completed,0
C02491,A009,Conor Flynn,2025-07-26 13:06:09.467006,Completed,0
C02492,A011,Patrick Nolan,2025-10-03 13:06:09.467006,Delayed,0
C02493,A018,Kevin Reilly,2026-04-13 13:06:09.468008,Delayed,0
C02494,A006,Aoife Brennan,2025-08-04 13:06:09.468008,Delayed,0
C02495,A008,Niamh Ryan,2026-04-30 13:06:09.468008,Delayed,0
C02496,A009,Conor Flynn,2026-03-02 13:06:09.468008,Completed,0
C02497,A006,Aoife Brennan,2026-04-22 13:06:09.468008,Escalated,1
C02498,A009,Conor Flynn,2025-11-24 13:06:09.469007,Delayed,0
C02499,A004,David Byrne,2025-10-10 13:06:09.469007,Completed,0
C02500,A001,John Murphy,2025-12-01 13:06:09.469007,Completed,0
C02501,A010,Laura Hughes,2025-12-01 13:06:09.470012,Completed,0
C02502,A010,Laura Hughes,2026-06-23 13:06:09.470012,Completed,0
C02503,A010,Laura Hughes,2026-01-01 13:06:09.470012,Completed,0
C02504,A007,Michael Doyle,2026-05-17 13:06:09.471007,Escalated,0
C02505,A015,Sophie Bennett,2026-02-26 13:06:09.471007,Escalated,0
C02506,A003,Emma Walsh,2026-04-20 13:06:09.471007,Delayed,0
C02507,A006,Aoife Brennan,2025-08-20 13:06:09.471007,Escalated,0
C02508,A002,Sarah O'Connor,2026-01-13 13:06:09.472006,Escalated,0
C02509,A003,Emma Walsh,2026-02-25 13:06:09.472006,Completed,0
C02510,A006,Aoife Brennan,2026-01-30 13:06:09.472006,Completed,0
C02511,A001,John Murphy,2026-03-16 13:06:09.473007,Completed,0
C02512,A004,David Byrne,2025-12-29 13:06:09.473007,Completed,0
C02513,A002,Sarah O'Connor,2026-05-01 13:06:09.473007,Delayed,0
C02514,A007,Michael Doyle,2025-07-29 13:06:09.473991,Completed,0
C02515,A003,Emma Walsh,2025-12-15 13:06:09.473991,Completed,0
C02516,A008,Niamh Ryan,2026-01-25 13:06:09.473991,Delayed,0
C02517,A003,Emma Walsh,2026-02-24 13:06:09.473991,Completed,0
C02518,A013,Brian O'Sullivan,2025-08-13 13:06:09.475011,Completed,0
C02519,A011,Patrick Nolan,2026-02-24 13:06:09.475011,Completed,0
C02520,A014,James Fitzgerald,2026-06-25 13:06:09.475011,Completed,0
C02521,A013,Brian O'Sullivan,2026-03-08 13:06:09.475011,Completed,0
C02522,A016,Daniel Clarke,2025-08-18 13:06:09.476010,Completed,0
C02523,A013,Brian O'Sullivan,2026-05-25 13:06:09.476010,Escalated,0
C02524,A006,Aoife Brennan,2025-12-03 13:06:09.476010,Completed,0
C02525,A018,Kevin Reilly,2026-06-19 13:06:09.476991,Completed,0
C02526,A003,Emma Walsh,2025-08-24 13:06:09.476991,Completed,0
C02527,A009,Conor Flynn,2025-07-16 13:06:09.476991,Completed,0
C02528,A011,Patrick Nolan,2026-03-16 13:06:09.477991,Escalated,0
C02529,A018,Kevin Reilly,2025-08-01 13:06:09.477991,Completed,0
C02530,A011,Patrick Nolan,2025-08-26 13:06:09.477991,Completed,0
C02531,A004,David Byrne,2025-09-03 13:06:09.477991,Completed,1
C02532,A016,Daniel Clarke,2025-09-12 13:06:09.479011,Completed,0
C02533,A016,Daniel Clarke,2025-08-12 13:06:09.479011,Completed,0
C02534,A001,John Murphy,2025-07-16 13:06:09.479011,Completed,0
C02535,A008,Niamh Ryan,2026-03-15 13:06:09.480008,Completed,0
C02536,A001,John Murphy,2026-03-09 13:06:09.480008,Completed,0
C02537,A007,Michael Doyle,2025-11-19 13:06:09.480008,Escalated,1
C02538,A002,Sarah O'Connor,2026-03-26 13:06:09.480008,Escalated,1
C02539,A007,Michael Doyle,2026-04-28 13:06:09.481006,Completed,0
C02540,A001,John Murphy,2025-12-13 13:06:09.481006,Completed,0
C02541,A002,Sarah O'Connor,2025-10-28 13:06:09.481006,Completed,0
C02542,A013,Brian O'Sullivan,2026-03-06 13:06:09.482008,Completed,0
C02543,A005,Mark Kelly,2026-06-21 13:06:09.482008,Completed,0
C02544,A016,Daniel Clarke,2025-09-28 13:06:09.482008,Delayed,1
C02545,A003,Emma Walsh,2026-04-11 13:06:09.482008,Completed,0
C02546,A016,Daniel Clarke,2025-08-22 13:06:09.483007,Completed,0
C02547,A011,Patrick Nolan,2025-07-12 13:06:09.483007,Completed,0
C02548,A003,Emma Walsh,2025-10-10 13:06:09.483007,Completed,0
C02549,A016,Daniel Clarke,2026-05-31 13:06:09.483007,Escalated,0
C02550,A002,Sarah O'Connor,2025-10-21 13:06:09.483991,Delayed,0
C02551,A016,Daniel Clarke,2025-11-01 13:06:09.483991,Delayed,0
C02552,A002,Sarah O'Connor,2025-12-19 13:06:09.483991,Escalated,0
C02553,A018,Kevin Reilly,2025-09-10 13:06:09.485020,Delayed,1
C02554,A015,Sophie Bennett,2025-08-14 13:06:09.485020,Completed,0
C02555,A002,Sarah O'Connor,2026-02-07 13:06:09.485020,Delayed,1
C02556,A016,Daniel Clarke,2025-10-19 13:06:09.486007,Completed,0
C02557,A007,Michael Doyle,2026-05-13 13:06:09.486007,Completed,0
C02558,A003,Emma Walsh,2025-11-04 13:06:09.486007,Completed,1
C02559,A007,Michael Doyle,2025-10-15 13:06:09.486007,Completed,0
C02560,A007,Michael Doyle,2026-03-17 13:06:09.487006,Delayed,0
C02561,A011,Patrick Nolan,2026-03-25 13:06:09.487006,Escalated,0
C02562,A005,Mark Kelly,2025-09-21 13:06:09.487006,Escalated,0
C02563,A002,Sarah O'Connor,2026-03-11 13:06:09.488111,Completed,1
C02564,A004,David Byrne,2026-06-13 13:06:09.488111,Delayed,0
C02565,A009,Conor Flynn,2025-07-19 13:06:09.488111,Completed,0
C02566,A007,Michael Doyle,2026-01-31 13:06:09.489111,Completed,0
C02567,A001,John Murphy,2025-08-12 13:06:09.489111,Completed,0
C02568,A002,Sarah O'Connor,2025-12-02 13:06:09.489111,Completed,0
C02569,A016,Daniel Clarke,2025-12-05 13:06:09.490128,Escalated,0
C02570,A006,Aoife Brennan,2026-04-22 13:06:09.490128,Completed,1
C02571,A018,Kevin Reilly,2026-05-12 13:06:09.490128,Delayed,0
C02572,A010,Laura Hughes,2025-08-13 13:06:09.491128,Delayed,0
C02573,A003,Emma Walsh,2025-12-31 13:06:09.491128,Completed,0
C02574,A006,Aoife Brennan,2025-07-15 13:06:09.491128,Delayed,0
C02575,A007,Michael Doyle,2026-03-15 13:06:09.492112,Completed,1
C02576,A015,Sophie Bennett,2026-03-24 13:06:09.492112,Completed,0
C02577,A009,Conor Flynn,2026-02-04 13:06:09.492112,Completed,0
C02578,A010,Laura Hughes,2025-11-10 13:06:09.492112,Completed,0
C02579,A006,Aoife Brennan,2026-04-14 13:06:09.493114,Completed,0
C02580,A004,David Byrne,2026-01-13 13:06:09.493114,Delayed,1
C02581,A002,Sarah O'Connor,2026-01-07 13:06:09.494113,Completed,0
C02582,A008,Niamh Ryan,2026-01-10 13:06:09.494113,Completed,0
C02583,A007,Michael Doyle,2025-11-17 13:06:09.495131,Completed,0
C02584,A002,Sarah O'Connor,2026-06-23 13:06:09.495131,Completed,0
C02585,A002,Sarah O'Connor,2025-09-11 13:06:09.495131,Escalated,1
C02586,A008,Niamh Ryan,2025-12-26 13:06:09.496115,Delayed,0
C02587,A018,Kevin Reilly,2026-03-04 13:06:09.496115,Delayed,0
C02588,A006,Aoife Brennan,2025-09-11 13:06:09.496115,Delayed,0
C02589,A018,Kevin Reilly,2025-12-16 13:06:09.496115,Completed,0
C02590,A003,Emma Walsh,2025-07-13 13:06:09.497114,Escalated,1
C02591,A002,Sarah O'Connor,2026-06-06 13:06:09.497114,Completed,0
C02592,A004,David Byrne,2026-04-29 13:06:09.498140,Completed,0
C02593,A006,Aoife Brennan,2025-10-18 13:06:09.498140,Completed,0
C02594,A001,John Murphy,2025-12-25 13:06:09.498140,Escalated,0
C02595,A001,John Murphy,2026-06-23 13:06:09.498140,Delayed,0
C02596,A007,Michael Doyle,2025-11-17 13:06:09.499130,Delayed,0
C02597,A011,Patrick Nolan,2025-10-10 13:06:09.499130,Completed,0
C02598,A007,Michael Doyle,2026-03-09 13:06:09.499130,Completed,0
C02599,A018,Kevin Reilly,2026-05-13 13:06:09.499130,Completed,0
C02600,A010,Laura Hughes,2025-07-28 13:06:09.500128,Completed,0
C02601,A002,Sarah O'Connor,2025-10-24 13:06:09.500128,Completed,0
C02602,A016,Daniel Clarke,2025-11-04 13:06:09.500128,Completed,0
C02603,A014,James Fitzgerald,2026-02-07 13:06:09.500128,Completed,1
C02604,A011,Patrick Nolan,2025-09-15 13:06:09.501128,Completed,1
C02605,A002,Sarah O'Connor,2026-01-19 13:06:09.501128,Completed,0
C02606,A005,Mark Kelly,2026-03-25 13:06:09.501128,Completed,1
C02607,A018,Kevin Reilly,2025-09-17 13:06:09.501128,Completed,0
C02608,A011,Patrick Nolan,2025-12-30 13:06:09.502251,Completed,0
C02609,A002,Sarah O'Connor,2026-03-25 13:06:09.502251,Escalated,0
C02610,A007,Michael Doyle,2025-07-18 13:06:09.502251,Completed,0
C02611,A006,Aoife Brennan,2025-08-13 13:06:09.502251,Completed,0
C02612,A009,Conor Flynn,2026-03-10 13:06:09.503219,Completed,0
C02613,A006,Aoife Brennan,2025-12-05 13:06:09.503219,Completed,0
C02614,A001,John Murphy,2025-12-18 13:06:09.503219,Delayed,1
C02615,A013,Brian O'Sullivan,2026-05-21 13:06:09.503219,Completed,0
C02616,A013,Brian O'Sullivan,2026-04-01 13:06:09.504220,Completed,0
C02617,A016,Daniel Clarke,2026-01-08 13:06:09.504220,Delayed,0
C02618,A004,David Byrne,2025-12-02 13:06:09.504220,Delayed,0
C02619,A011,Patrick Nolan,2026-06-17 13:06:09.505219,Completed,1
C02620,A010,Laura Hughes,2025-08-27 13:06:09.505219,Escalated,0
C02621,A009,Conor Flynn,2025-07-19 13:06:09.505219,Delayed,0
C02622,A007,Michael Doyle,2025-08-22 13:06:09.505219,Completed,1
C02623,A007,Michael Doyle,2026-03-09 13:06:09.506236,Escalated,0
C02624,A004,David Byrne,2026-01-26 13:06:09.506236,Delayed,0
C02625,A016,Daniel Clarke,2025-11-06 13:06:09.506236,Escalated,1
C02626,A016,Daniel Clarke,2026-01-03 13:06:09.507236,Completed,0
C02627,A004,David Byrne,2026-05-24 13:06:09.507236,Delayed,0
